name;rarity;arts
Ghastly Blaster Malbelle;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_60896.png/]
Blazing Dawn Owen;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e3/Unit_ills_full_10516.png/]
Effulgent Dusk Grahdens;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fc/Unit_ills_full_60326.png/]
Aqua Pura Lucina;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/95/Unit_ills_full_20366.png/]
Legendary Thief Zelnite;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/34/Unit_ills_full_30446.png/]
Shocking Beauty Orna;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cb/Unit_ills_full_40496.png/]
Omega Demise Shida;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/22/Unit_ills_full_60096.png/]
Inferno Berdette;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0e/Unit_ills_full_10824.png/]
Hades Flame Berdette;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e2/Unit_ills_full_10825.png/]
Tartarus Blaze Berdette;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/63/Unit_ills_full_10826.png/]
Inferno Sareas;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_20754.png/]
Hades Wave Sareas;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/74/Unit_ills_full_20755.png/]
Tartarus Flood Sareas;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7d/Unit_ills_full_20756.png/]
Inferno Dure;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_30734.png/]
Hades Might Dure;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bf/Unit_ills_full_30735.png/]
Tartarus Demolition Dure;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a3/Unit_ills_full_30736.png/]
Inferno Radia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_40714.png/]
Hades Stun Radia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8d/Unit_ills_full_40715.png/]
Tartarus Sacrifice Radia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_40716.png/]
Inferno Sirius;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_50914.png/]
Hades Glare Sirius;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c5/Unit_ills_full_50915.png/]
Tartarus Massacre Sirius;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6e/Unit_ills_full_50916.png/]
Inferno Melina;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d3/Unit_ills_full_60914.png/]
Hades Slayer Melina;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9b/Unit_ills_full_60915.png/]
Tartarus Burial Melina;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cf/Unit_ills_full_60916.png/]
Flaming Javelin Lars;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/dd/Unit_ills_full_10433.png/]
Burning Spear Lars;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_10434.png/]
Scorching Halberd Lars;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_10435.png/]
Ice Knight Kyle;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/62/Unit_ills_full_20423.png/]
Frozen Blade Kyle;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2a/Unit_ills_full_20424.png/]
Arctic Wings Kyle;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a5/Unit_ills_full_20425.png/]
Steel Noble Heins;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3e/Unit_ills_full_30413.png/]
Machine Lord Heins;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ef/Unit_ills_full_30414.png/]
Robot Maniac Heins;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9f/Unit_ills_full_30415.png/]
Thunder Hero Rutheon;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/df/Unit_ills_full_40413.png/]
Crashing Bolt Rutheon;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d4/Unit_ills_full_40414.png/]
Demolishing Roar Rutheon;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_40415.png/]
Moon Sovereign Alicia;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/16/Unit_ills_full_50463.png/]
Lunar Queen Alicia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/28/Unit_ills_full_50464.png/]
Selene Empress Alicia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/25/Unit_ills_full_50465.png/]
Criminal Warrior Jade;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a8/Unit_ills_full_60463.png/]
Sinful Edge Jade;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d3/Unit_ills_full_60464.png/]
Wicked Demon Jade;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/24/Unit_ills_full_60465.png/]
Sacred Goddess Tilith;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8b/Unit_ills_full_50255.png/]
Flare Paladin Darvanshel;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/81/Unit_ills_full_10466.png/]
Supreme Dragon Elderex;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d8/Unit_ills_full_50106.png/]
Shadow Retribution Kajah;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5b/Unit_ills_full_60476.png/]
Ignis Halcyon Vargas;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f6/Unit_ills_full_10017.png/]
Algor Halcyon Selena;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/81/Unit_ills_full_20017.png/]
Terra Halcyon Lance;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/82/Unit_ills_full_30017.png/]
Fulgur Halcyon Eze;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_40017.png/]
Lux Halcyon Atro;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ef/Unit_ills_full_50017.png/]
Umbra Halcyon Magress;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_60017.png/]
Mythic Kulyuk;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_10846.png/]
Fabled Emperor Kulyuk;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f1/Unit_ills_full_10847.png/]
Sea Nymph Averus;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c8/Unit_ills_full_20774.png/]
Ocean Jewel Averus;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_20775.png/]
Nereides Jewel Averus;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/57/Unit_ills_full_20776.png/]
Holy Beast Belardo;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8d/Unit_ills_full_30754.png/]
Grieving Beast Belhem;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/54/Unit_ills_full_30755.png/]
Tempest Dragon Bestalg;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/35/Unit_ills_full_30756.png/]
Mechanized Reddrag;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_40744.png/]
Solid Frame Dolgrag;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/eb/Unit_ills_full_40745.png/]
Steel Automaton Voldoga;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_40746.png/]
Guiding Light Layla;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/14/Unit_ills_full_50934.png/]
Virtuous Shimmer Layla;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/50/Unit_ills_full_50935.png/]
Untainted Justice Layla;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0d/Unit_ills_full_50936.png/]
Mysterious Knight Zeal;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/28/Unit_ills_full_60954.png/]
Hollow Darkness Zeal;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0d/Unit_ills_full_60955.png/]
Mauve Tenebrosity Zeal;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/58/Unit_ills_full_60956.png/]
Lucifer;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9c/Unit_ills_full_10855.png/]
Asahi (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/30/Unit_ills_full_20784.png/]
Asahi (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b1/Unit_ills_full_20785.png/]
Nozomi (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6c/Unit_ills_full_30764.png/]
Nozomi (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/85/Unit_ills_full_30765.png/]
Merkabah;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_40755.png/]
Flynn (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2f/Unit_ills_full_50944.png/]
Flynn (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3d/Unit_ills_full_50945.png/]
Krishna;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/45/Unit_ills_full_50955.png/]
Dagda (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8c/Unit_ills_full_60964.png/]
Dagda (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d6/Unit_ills_full_60965.png/]
Rainbow Goddess Tilith;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_50256.png/]
Milcham Nova Arus;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1f/Unit_ills_full_10556.png/]
Floral Princess Rosetta;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d7/Unit_ills_full_30546.png/]
Shadow Assailant Kuda;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d8/Unit_ills_full_60536.png/]
Intense Flame Golzo;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/46/Unit_ills_full_10864.png/]
Furious Blaze Golzo;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_10865.png/]
Vehement Pyre Golzo;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3d/Unit_ills_full_10866.png/]
Blue Purity Vern;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_20796.png/]
Absolute Zero Vern;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_20797.png/]
Pink Thorns Leona;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ce/Unit_ills_full_30774.png/]
Colorful Spikes Leona;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f2/Unit_ills_full_30775.png/]
Natural Whip Leona;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/02/Unit_ills_full_30776.png/]
Thunder Punisher Silas;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/21/Unit_ills_full_40766.png/]
Lightning Menace Silas;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/31/Unit_ills_full_40767.png/]
Holy Minister Astall;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/59/Unit_ills_full_50964.png/]
Radiant Sage Astall;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a7/Unit_ills_full_50965.png/]
Pious Saint Astall;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_50966.png/]
Dark Divinity Eclise;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ca/Unit_ills_full_60974.png/]
Somber Goddess Eclise;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/35/Unit_ills_full_60975.png/]
Dusk Artemis Eclise;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a2/Unit_ills_full_60976.png/]
Noble Ember Mirfah;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/11/Unit_ills_full_10875.png/]
Tyrfing (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_50706.png/]
Sacred Emperor Sirius;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/31/Unit_ills_full_50917.png/]
Heavenless Bushi Mifune;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/75/Unit_ills_full_60027.png/]
Red Witch Shelly;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d0/Unit_ills_full_10884.png/]
Scarlet Arts Shelly;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1d/Unit_ills_full_10885.png/]
Garnet Sorceress Shelly;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9b/Unit_ills_full_10886.png/]
Frost Harp Soleil;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3c/Unit_ills_full_20804.png/]
Ice Melody Soleil;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/01/Unit_ills_full_20805.png/]
Arctic Virtuoso Soleil;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/26/Unit_ills_full_20806.png/]
Perpetual Goddess Felice;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/dd/Unit_ills_full_30786.png/]
Eternal Goddess Felice;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3c/Unit_ills_full_30787.png/]
Bolt Singe Pamela;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f5/Unit_ills_full_40774.png/]
Lightning Fury Pamela;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/62/Unit_ills_full_40775.png/]
Supreme Thunder Pamela;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9d/Unit_ills_full_40776.png/]
Sacred Dragonchild Lara;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7d/Unit_ills_full_50986.png/]
Celestial Wings Lara;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/37/Unit_ills_full_50987.png/]
Dark Soil Mizerka;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fb/Unit_ills_full_60984.png/]
Murky Pond Mizerka;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f3/Unit_ills_full_60985.png/]
Shadow Ocean Mizerka;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ee/Unit_ills_full_60986.png/]
Dark Oracle Knight Ark;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_60945.png/]
Knight of Holy Light Ark;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_50287.png/]
Undying Flame Avant;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/14/Unit_ills_full_10757.png/]
Glorious Hero Krantz;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_50757.png/]
Ardent Monk Rengaku;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c8/Unit_ills_full_10896.png/]
Dancing Flames Rengaku;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1b/Unit_ills_full_10897.png/]
Indigo Charm Azami;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7c/Unit_ills_full_20826.png/]
Dark Allure Azami;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/57/Unit_ills_full_20827.png/]
Divine General Izuna;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/00/Unit_ills_full_50996.png/]
Godly Command Izuna;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ae/Unit_ills_full_50997.png/]
Green Fang Daze;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c1/Unit_ills_full_30796.png/]
Emerald Tusk Daze;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_30797.png/]
Roaring Beast Zekt;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/85/Unit_ills_full_51006.png/]
Howling Wolf Zekt;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bc/Unit_ills_full_51007.png/]
Lovely Princess Alice;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1b/Unit_ills_full_60117.png/]
Graceful Princess Elza;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/09/Unit_ills_full_60527.png/]
Cerulean Knight Stein;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a7/Unit_ills_full_20836.png/]
Sapphire Noble Stein;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ab/Unit_ills_full_20837.png/]
Phoenix Thunder Rayla;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/91/Unit_ills_full_40786.png/]
Bennu Edge Rayla;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/07/Unit_ills_full_40787.png/]
Decay Demon Melord;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8c/Unit_ills_full_20856.png/]
Sage God Melord;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_20857.png/]
Heresy Demon Kalon;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6f/Unit_ills_full_61006.png/]
Dark Destruction Kalon;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e3/Unit_ills_full_61007.png/]
Wicked Warrior Shura;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/89/Unit_ills_full_10916.png/]
Heavenly Rift Shura;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9d/Unit_ills_full_10917.png/]
Emerald Knight Hisui;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/95/Unit_ills_full_30816.png/]
Heavenly Spiral Hisui;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e4/Unit_ills_full_30817.png/]
Ruby Successor Reda;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d2/Unit_ills_full_10717.png/]
High Commander Rahnas;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f1/Unit_ills_full_61016.png/]
Militant Leader Rahnas;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b1/Unit_ills_full_61017.png/]
F-2 Flamero;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ca/Unit_ills_full_10922.png/]
F-8 Flareveil;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_10923.png/]
Surveillance Dray;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_20862.png/]
Tracker Lefdray;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1c/Unit_ills_full_20863.png/]
BG-E750;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_30822.png/]
BG-ELG9040;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0e/Unit_ills_full_30823.png/]
Spined Razbit;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e4/Unit_ills_full_40802.png/]
Menacing Ragbarrett;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c8/Unit_ills_full_40803.png/]
Parch Misfit Malef;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/de/Unit_ills_full_10936.png/]
Torch Eccentric Malef;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_10937.png/]
Ocean Slasher Holia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/99/Unit_ills_full_20876.png/]
Torrential Scar Holia;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bd/Unit_ills_full_20877.png/]
False Demon Lauda;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/df/Unit_ills_full_51036.png/]
Ideal Subject Lauda;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a0/Unit_ills_full_51037.png/]
Eternal Radiance Rize;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/87/Unit_ills_full_40577.png/]
Chivalrous Thief Zelnite;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1c/Unit_ills_full_30447.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e0/Unit_ills_full_30447_2.png/]
Cursed Princess Rozalia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9f/Unit_ills_full_30836.png/]
Wind Princess Rozalia;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_30837.png/]
Thunder Knight Fizz;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b9/Unit_ills_full_40816.png/]
Flashing Thief Fizz;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_40817.png/]
Wicked Sorcerer Gregor;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/64/Unit_ills_full_61026.png/]
Treasure Demon Gregor;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fd/Unit_ills_full_61027.png/]
Azure Princess Mariela;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_20886.png/]
Dragon Mother Mariela;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_20887.png/]
Lion Demon Viktor;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/af/Unit_ills_full_40826.png/]
Roaring Thunder Viktor;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c7/Unit_ills_full_40827.png/]
Azure King Garrel;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/36/Unit_ills_full_51046.png/]
Brave Emperor Garrel;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8f/Unit_ills_full_51047.png/]
Heroic Leader Quaid;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e9/Unit_ills_full_30567.png/]
Torturous Grief Zellha;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b2/Unit_ills_full_50477.png/]
Administrator Sera;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_20684.png/]
Dragon Warrior Lyonesse;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c5/Unit_ills_full_10946.png/]
Blazing Dragon Lyonesse;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/71/Unit_ills_full_10947.png/]
Wild Edge Serge;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/33/Unit_ills_full_30846.png/]
Silva Khopesh Serge;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d5/Unit_ills_full_30847.png/]
Lion Princess Sonia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d8/Unit_ills_full_61036.png/]
Roaring Empress Sonia;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/af/Unit_ills_full_61037.png/]
Ice Wolf Zolf;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_20892.png/]
Crystal Wolf Zolf;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d1/Unit_ills_full_20893.png/]
Just Commander Zalts;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7d/Unit_ills_full_20906.png/]
Great General Zalts;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/53/Unit_ills_full_20907.png/]
Jade Commander Gyras;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_30866.png/]
Victorious General Gyras;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_30867.png/]
Dawn Emperor Agress;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5c/Unit_ills_full_51066.png/]
Supreme Emperor Agress;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bc/Unit_ills_full_51067.png/]
Ignis Vestae Lava;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/11/Unit_ills_full_10127.png/]
Salacia Persei Elimo;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fa/Unit_ills_full_20157.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c2/Unit_ills_full_20157_2.png/]
Shining Courage Alessa;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0f/Unit_ills_full_10976.png/]
Brave Leader Alessa;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_10977.png/]
Flashing Knight Licht;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8c/Unit_ills_full_40856.png/]
Gracious Champion Licht;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4b/Unit_ills_full_40857.png/]
Noble Links Johan;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f7/Unit_ills_full_61046.png/]
Imperial Chain Johan;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_61047.png/]
Rain (6★, Original);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0e/Unit_ills_full_10985.png/]
Rain (7★, Original);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b0/Unit_ills_full_10986.png/]
Lasswell (6★, Original);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/22/Unit_ills_full_20915.png/]
Lasswell (7★, Original);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_20916.png/]
Fina (6★, Original);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_51075.png/]
Fina (7★, Original);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5b/Unit_ills_full_51076.png/]
Crimson Fist Glenn;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/17/Unit_ills_full_10996.png/]
Scorching Fang Glenn;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/66/Unit_ills_full_10997.png/]
Emerald Axe Lanza;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2a/Unit_ills_full_30876.png/]
Malachite Steel Lanza;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1e/Unit_ills_full_30877.png/]
Golden Magic Eleanor;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_40866.png/]
Auric Echo Eleanor;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_40867.png/]
Gallant Spirit Tazer;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_20567.png/]
Divine Law Kanon;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_40537.png/]
